tick, sec, speed, distance, spdacm, x, y
51, 0.850000, 0.217171, 5.801883, 5.589844, 505.589844, 109.000000
52, 0.866667, 0.221243, 6.023125, 5.808594, 505.808594, 109.000000
53, 0.883333, 0.225310, 6.248436, 6.031250, 506.031250, 109.000000
54, 0.900000, 0.229374, 6.477810, 6.253906, 506.253906, 109.000000
55, 0.916667, 0.233435, 6.711245, 6.484375, 506.484375, 109.000000
56, 0.933333, 0.237491, 6.948736, 6.718750, 506.718750, 109.000000
57, 0.950000, 0.241544, 7.190280, 6.957031, 506.957031, 109.000000
58, 0.966667, 0.245593, 7.435874, 7.195313, 507.195313, 109.000000
59, 0.983333, 0.249639, 7.685513, 7.441406, 507.441406, 109.000000
60, 1.000000, 0.253681, 7.939194, 7.691406, 507.691406, 109.000000
61, 1.016667, 0.257719, 8.196913, 7.945313, 507.945313, 109.000000
62, 1.033333, 0.261754, 8.458666, 8.203125, 508.203125, 109.000000
63, 1.050000, 0.265785, 8.724451, 8.464844, 508.464844, 109.000000
64, 1.066667, 0.269812, 8.994263, 8.730469, 508.730469, 109.000000
65, 1.083333, 0.273835, 9.268098, 9.000000, 509.000000, 109.000000
66, 1.100000, 0.277855, 9.545954, 9.273438, 509.273438, 109.000000
67, 1.116667, 0.281872, 9.827825, 9.550781, 509.550781, 109.000000
68, 1.133333, 0.285884, 10.113709, 9.835938, 509.835938, 109.000000
69, 1.150000, 0.289893, 10.403602, 10.121094, 510.121094, 109.000000
70, 1.166667, 0.293898, 10.697501, 10.410156, 510.410156, 109.000000
71, 1.183333, 0.297900, 10.995401, 10.703125, 510.703125, 109.000000
72, 1.200000, 0.301898, 11.297299, 11.000000, 511.000000, 109.000000
73, 1.216667, 0.305892, 11.603191, 11.304688, 511.304688, 109.000000
74, 1.233333, 0.309883, 11.913074, 11.609375, 511.609375, 109.000000
75, 1.250000, 0.313870, 12.226945, 11.917969, 511.917969, 109.000000
76, 1.266667, 0.317854, 12.544799, 12.234375, 512.234375, 109.000000
77, 1.283333, 0.321834, 12.866632, 12.550781, 512.550781, 109.000000
78, 1.300000, 0.325810, 13.192442, 12.871094, 512.871094, 109.000000
79, 1.316667, 0.329783, 13.522225, 13.199219, 513.199219, 109.000000
80, 1.333333, 0.333752, 13.855977, 13.527344, 513.527344, 109.000000
81, 1.350000, 0.337717, 14.193694, 13.863281, 513.863281, 109.000000
82, 1.366667, 0.341679, 14.535373, 14.199219, 514.199219, 109.000000
83, 1.383333, 0.345637, 14.881010, 14.542969, 514.542969, 109.000000
84, 1.400000, 0.349592, 15.230602, 14.886719, 514.886719, 109.000000
85, 1.416667, 0.353543, 15.584145, 15.238281, 515.238281, 109.000000
86, 1.433333, 0.357490, 15.941635, 15.589844, 515.589844, 109.000000
87, 1.450000, 0.361434, 16.303069, 15.949219, 515.949219, 109.000000
88, 1.466667, 0.365374, 16.668444, 16.308594, 516.308594, 109.000000
89, 1.483333, 0.369311, 17.037755, 16.675781, 516.675781, 109.000000
90, 1.500000, 0.373244, 17.410999, 17.042969, 517.042969, 109.000000
91, 1.516667, 0.377174, 17.788173, 17.417969, 517.417969, 109.000000
92, 1.533333, 0.381100, 18.169272, 17.792969, 517.792969, 109.000000
93, 1.550000, 0.385022, 18.554294, 18.175781, 518.175781, 109.000000
94, 1.566667, 0.388941, 18.943235, 18.562500, 518.562500, 109.000000
95, 1.583333, 0.392856, 19.336091, 18.949219, 518.949219, 109.000000
96, 1.600000, 0.396768, 19.732859, 19.343750, 519.343750, 109.000000
97, 1.616667, 0.400676, 20.133535, 19.738281, 519.738281, 109.000000
98, 1.633333, 0.404581, 20.538116, 20.140625, 520.140625, 109.000000
99, 1.650000, 0.408482, 20.946597, 20.542969, 520.542969, 109.000000
100, 1.666667, 0.412379, 21.358977, 20.953125, 520.953125, 109.000000
101, 1.683333, 0.416273, 21.775250, 21.367188, 521.367188, 109.000000
102, 1.700000, 0.420163, 22.195413, 21.781250, 521.781250, 109.000000
103, 1.716667, 0.424050, 22.619464, 22.203125, 522.203125, 109.000000
104, 1.733333, 0.427934, 23.047397, 22.625000, 522.625000, 109.000000
105, 1.750000, 0.431814, 23.479211, 23.054688, 523.054688, 109.000000
106, 1.766667, 0.435690, 23.914901, 23.484375, 523.484375, 109.000000
107, 1.783333, 0.439563, 24.354463, 23.921875, 523.921875, 109.000000
108, 1.800000, 0.443432, 24.797895, 24.359375, 524.359375, 109.000000
109, 1.816667, 0.447298, 25.245192, 24.804688, 524.804688, 109.000000
110, 1.833333, 0.451160, 25.696352, 25.250000, 525.250000, 109.000000
111, 1.850000, 0.455018, 26.151371, 25.703125, 525.703125, 109.000000
112, 1.866667, 0.458874, 26.610244, 26.156250, 526.156250, 109.000000
113, 1.883333, 0.462725, 27.072970, 26.617188, 526.617188, 109.000000
114, 1.900000, 0.466574, 27.539543, 27.078125, 527.078125, 109.000000
115, 1.916667, 0.470418, 28.009961, 27.546875, 527.546875, 109.000000
116, 1.933333, 0.474259, 28.484221, 28.015625, 528.015625, 109.000000
117, 1.950000, 0.478097, 28.962318, 28.492188, 528.492188, 109.000000
118, 1.966667, 0.481931, 29.444249, 28.968750, 528.968750, 109.000000
119, 1.983333, 0.485762, 29.930011, 29.449219, 529.449219, 109.000000
120, 2.000000, 0.489589, 30.419600, 29.937500, 529.937500, 109.000000
121, 2.016667, 0.483467, 30.903067, 30.425781, 530.425781, 109.000000
122, 2.033333, 0.477346, 31.380413, 30.910156, 530.910156, 109.000000
123, 2.050000, 0.471226, 31.851639, 31.386719, 531.386719, 109.000000
124, 2.066667, 0.465106, 32.316745, 31.859375, 531.859375, 109.000000
125, 2.083333, 0.458988, 32.775733, 32.324219, 532.324219, 109.000000
126, 2.100000, 0.452871, 33.228604, 32.781250, 532.781250, 109.000000
127, 2.116667, 0.446755, 33.675359, 33.234375, 533.234375, 109.000000
128, 2.133333, 0.440640, 34.116000, 33.683594, 533.683594, 109.000000
129, 2.150000, 0.434527, 34.550526, 34.121094, 534.121094, 109.000000
130, 2.166667, 0.428414, 34.978941, 34.558594, 534.558594, 109.000000
131, 2.183333, 0.422303, 35.401244, 34.984375, 534.984375, 109.000000
132, 2.200000, 0.416193, 35.817437, 35.406250, 535.406250, 109.000000
133, 2.216667, 0.410085, 36.227522, 35.824219, 535.824219, 109.000000
134, 2.233333, 0.403977, 36.631499, 36.234375, 536.234375, 109.000000
135, 2.250000, 0.397872, 37.029371, 36.636719, 536.636719, 109.000000
136, 2.266667, 0.391767, 37.421138, 37.035156, 537.035156, 109.000000
137, 2.283333, 0.385664, 37.806803, 37.425781, 537.425781, 109.000000
138, 2.300000, 0.379563, 38.186366, 37.812500, 537.812500, 109.000000
139, 2.316667, 0.373463, 38.559829, 38.191406, 538.191406, 109.000000
140, 2.333333, 0.367365, 38.927194, 38.566406, 538.566406, 109.000000
141, 2.350000, 0.361268, 39.288462, 38.933594, 538.933594, 109.000000
142, 2.366667, 0.355174, 39.643636, 39.292969, 539.292969, 109.000000
143, 2.383333, 0.349081, 39.992717, 39.648438, 539.648438, 109.000000
144, 2.400000, 0.342990, 40.335706, 40.000000, 540.000000, 109.000000
145, 2.416667, 0.336900, 40.672607, 40.343750, 540.343750, 109.000000
146, 2.433333, 0.330813, 41.003420, 40.679688, 540.679688, 109.000000
147, 2.450000, 0.324728, 41.328148, 41.011719, 541.011719, 109.000000
148, 2.466667, 0.318645, 41.646793, 41.335938, 541.335938, 109.000000
149, 2.483333, 0.312564, 41.959358, 41.652344, 541.652344, 109.000000
150, 2.500000, 0.306486, 42.265844, 41.964844, 541.964844, 109.000000
151, 2.516667, 0.300410, 42.566253, 42.273438, 542.273438, 109.000000
152, 2.533333, 0.294336, 42.860589, 42.574219, 542.574219, 109.000000
153, 2.550000, 0.288265, 43.148855, 42.867188, 542.867188, 109.000000
154, 2.566667, 0.282197, 43.431051, 43.156250, 543.156250, 109.000000
155, 2.583333, 0.276131, 43.707183, 43.437500, 543.437500, 109.000000
156, 2.600000, 0.270069, 43.977251, 43.714844, 543.714844, 109.000000
157, 2.616667, 0.264009, 44.241260, 43.984375, 543.984375, 109.000000
158, 2.633333, 0.257953, 44.499213, 44.246094, 544.246094, 109.000000
159, 2.650000, 0.251900, 44.751113, 44.503906, 544.503906, 109.000000
160, 2.666667, 0.245850, 44.996963, 44.757813, 544.757813, 109.000000
161, 2.683333, 0.239804, 45.236767, 45.003906, 545.003906, 109.000000
162, 2.700000, 0.233762, 45.470530, 45.242188, 545.242188, 109.000000
163, 2.716667, 0.227724, 45.698254, 45.476563, 545.476563, 109.000000
164, 2.733333, 0.221691, 45.919944, 45.703125, 545.703125, 109.000000
165, 2.750000, 0.215661, 46.135606, 45.925781, 545.925781, 109.000000
166, 2.766667, 0.209637, 46.345242, 46.140625, 546.140625, 109.000000
167, 2.783333, 0.203617, 46.548859, 46.351563, 546.351563, 109.000000
168, 2.800000, 0.197603, 46.746462, 46.554688, 546.554688, 109.000000
169, 2.816667, 0.191594, 46.938056, 46.753906, 546.753906, 109.000000
170, 2.833333, 0.185591, 47.123647, 46.945313, 546.945313, 109.000000
171, 2.850000, 0.179594, 47.303241, 47.128906, 547.128906, 109.000000
172, 2.866667, 0.173604, 47.476846, 47.308594, 547.308594, 109.000000
173, 2.883333, 0.167622, 47.644468, 47.484375, 547.484375, 109.000000
174, 2.900000, 0.161646, 47.806114, 47.652344, 547.652344, 109.000000
175, 2.916667, 0.155679, 47.961794, 47.812500, 547.812500, 109.000000
176, 2.933333, 0.149721, 48.111515, 47.968750, 547.968750, 109.000000
177, 2.950000, 0.143772, 48.255287, 48.117188, 548.117188, 109.000000
178, 2.966667, 0.137834, 48.393121, 48.261719, 548.261719, 109.000000
179, 2.983333, 0.131906, 48.525026, 48.398438, 548.398438, 109.000000
180, 3.000000, 0.125990, 48.651017, 48.531250, 548.531250, 109.000000
181, 3.016667, 0.120087, 48.771104, 48.656250, 548.656250, 109.000000
182, 3.033333, 0.114199, 48.885303, 48.777344, 548.777344, 109.000000
183, 3.050000, 0.108326, 48.993629, 48.890625, 548.890625, 109.000000
184, 3.066667, 0.102470, 49.096099, 49.000000, 549.000000, 109.000000
185, 3.083333, 0.096634, 49.192733, 49.101563, 549.101563, 109.000000
186, 3.100000, 0.090818, 49.283551, 49.199219, 549.199219, 109.000000
187, 3.116667, 0.085027, 49.368578, 49.289063, 549.289063, 109.000000
188, 3.133333, 0.079262, 49.447840, 49.375000, 549.375000, 109.000000
189, 3.150000, 0.073527, 49.521367, 49.453125, 549.453125, 109.000000
190, 3.166667, 0.067827, 49.589194, 49.527344, 549.527344, 109.000000
191, 3.183333, 0.062167, 49.651362, 49.593750, 549.593750, 109.000000
192, 3.200000, 0.056554, 49.707915, 49.656250, 549.656250, 109.000000
193, 3.216667, 0.050995, 49.758911, 49.714844, 549.714844, 109.000000
194, 3.233333, 0.045502, 49.804413, 49.765625, 549.765625, 109.000000
195, 3.250000, 0.040087, 49.844500, 49.812500, 549.812500, 109.000000
196, 3.266667, 0.034770, 49.879270, 49.851563, 549.851563, 109.000000
197, 3.283333, 0.029574, 49.908844, 49.886719, 549.886719, 109.000000
198, 3.300000, 0.024534, 49.933378, 49.914063, 549.914063, 109.000000
199, 3.316667, 0.019698, 49.953075, 49.941406, 549.941406, 109.000000
200, 3.333333, 0.015136, 49.968212, 49.960938, 549.960938, 109.000000
201, 3.350000, 0.010955, 49.979166, 49.972656, 549.972656, 109.000000
202, 3.366667, 0.007305, 49.986471, 49.984375, 549.984375, 109.000000
203, 3.383333, 0.004384, 49.990856, 49.992188, 549.992188, 109.000000
204, 3.400000, 0.002361, 49.993217, 49.996094, 549.996094, 109.000000
205, 3.416667, 0.001195, 49.994412, 50.000000, 550.000000, 109.000000
