tick, sec, speed, distance, spdacm, x, y
51, 0.850000, 0.217171, 5.801883, 5.589844, 505.589844, 109.000000
52, 0.866667, 0.221243, 6.023125, 5.808594, 505.808594, 109.000000
53, 0.883333, 0.225310, 6.248436, 6.031250, 506.031250, 109.000000
54, 0.900000, 0.229374, 6.477810, 6.253906, 506.253906, 109.000000
55, 0.916667, 0.233435, 6.711245, 6.484375, 506.484375, 109.000000
56, 0.933333, 0.237491, 6.948736, 6.718750, 506.718750, 109.000000
57, 0.950000, 0.241544, 7.190280, 6.957031, 506.957031, 109.000000
58, 0.966667, 0.245593, 7.435874, 7.195313, 507.195313, 109.000000
59, 0.983333, 0.249639, 7.685513, 7.441406, 507.441406, 109.000000
60, 1.000000, 0.253681, 7.939194, 7.691406, 507.691406, 109.000000
61, 1.016667, 0.257719, 8.196913, 7.945313, 507.945313, 109.000000
62, 1.033333, 0.261754, 8.458666, 8.203125, 508.203125, 109.000000
63, 1.050000, 0.265785, 8.724451, 8.464844, 508.464844, 109.000000
64, 1.066667, 0.269812, 8.994263, 8.730469, 508.730469, 109.000000
65, 1.083333, 0.273835, 9.268098, 9.000000, 509.000000, 109.000000
66, 1.100000, 0.277855, 9.545954, 9.273438, 509.273438, 109.000000
67, 1.116667, 0.281872, 9.827825, 9.550781, 509.550781, 109.000000
68, 1.133333, 0.285884, 10.113709, 9.835938, 509.835938, 109.000000
69, 1.150000, 0.289893, 10.403602, 10.121094, 510.121094, 109.000000
70, 1.166667, 0.293898, 10.697501, 10.410156, 510.410156, 109.000000
71, 1.183333, 0.297900, 10.995401, 10.703125, 510.703125, 109.000000
72, 1.200000, 0.301898, 11.297299, 11.000000, 511.000000, 109.000000
73, 1.216667, 0.305892, 11.603191, 11.304688, 511.304688, 109.000000
74, 1.233333, 0.309883, 11.913074, 11.609375, 511.609375, 109.000000
75, 1.250000, 0.313870, 12.226945, 11.917969, 511.917969, 109.000000
76, 1.266667, 0.317854, 12.544799, 12.234375, 512.234375, 109.000000
77, 1.283333, 0.321834, 12.866632, 12.550781, 512.550781, 109.000000
78, 1.300000, 0.325810, 13.192442, 12.871094, 512.871094, 109.000000
79, 1.316667, 0.329783, 13.522225, 13.199219, 513.199219, 109.000000
80, 1.333333, 0.333752, 13.855977, 13.527344, 513.527344, 109.000000
81, 1.350000, 0.337717, 14.193694, 13.863281, 513.863281, 109.000000
82, 1.366667, 0.341679, 14.535373, 14.199219, 514.199219, 109.000000
83, 1.383333, 0.345637, 14.881010, 14.542969, 514.542969, 109.000000
84, 1.400000, 0.349592, 15.230602, 14.886719, 514.886719, 109.000000
85, 1.416667, 0.353543, 15.584145, 15.238281, 515.238281, 109.000000
86, 1.433333, 0.357490, 15.941635, 15.589844, 515.589844, 109.000000
87, 1.450000, 0.361434, 16.303069, 15.949219, 515.949219, 109.000000
88, 1.466667, 0.365374, 16.668444, 16.308594, 516.308594, 109.000000
89, 1.483333, 0.369311, 17.037755, 16.675781, 516.675781, 109.000000
90, 1.500000, 0.373244, 17.410999, 17.042969, 517.042969, 109.000000
91, 1.516667, 0.377174, 17.788173, 17.417969, 517.417969, 109.000000
92, 1.533333, 0.381100, 18.169272, 17.792969, 517.792969, 109.000000
93, 1.550000, 0.385022, 18.554294, 18.175781, 518.175781, 109.000000
94, 1.566667, 0.388941, 18.943235, 18.562500, 518.562500, 109.000000
95, 1.583333, 0.392856, 19.336091, 18.949219, 518.949219, 109.000000
96, 1.600000, 0.396768, 19.732859, 19.343750, 519.343750, 109.000000
97, 1.616667, 0.400676, 20.133535, 19.738281, 519.738281, 109.000000
98, 1.633333, 0.404581, 20.538116, 20.140625, 520.140625, 109.000000
99, 1.650000, 0.408482, 20.946597, 20.542969, 520.542969, 109.000000
100, 1.666667, 0.412379, 21.358977, 20.953125, 520.953125, 109.000000
101, 1.683333, 0.416273, 21.775250, 21.367188, 521.367188, 109.000000
102, 1.700000, 0.420163, 22.195413, 21.781250, 521.781250, 109.000000
103, 1.716667, 0.424050, 22.619464, 22.203125, 522.203125, 109.000000
104, 1.733333, 0.427934, 23.047397, 22.625000, 522.625000, 109.000000
105, 1.750000, 0.431814, 23.479211, 23.054688, 523.054688, 109.000000
106, 1.766667, 0.435690, 23.914901, 23.484375, 523.484375, 109.000000
107, 1.783333, 0.439563, 24.354463, 23.921875, 523.921875, 109.000000
108, 1.800000, 0.443432, 24.797895, 24.359375, 524.359375, 109.000000
109, 1.816667, 0.447298, 25.245192, 24.804688, 524.804688, 109.000000
110, 1.833333, 0.451160, 25.696352, 25.250000, 525.250000, 109.000000
111, 1.850000, 0.455018, 26.151371, 25.703125, 525.703125, 109.000000
112, 1.866667, 0.458874, 26.610244, 26.156250, 526.156250, 109.000000
113, 1.883333, 0.462725, 27.072970, 26.617188, 526.617188, 109.000000
114, 1.900000, 0.466574, 27.539543, 27.078125, 527.078125, 109.000000
115, 1.916667, 0.470418, 28.009961, 27.546875, 527.546875, 109.000000
116, 1.933333, 0.474259, 28.484221, 28.015625, 528.015625, 109.000000
117, 1.950000, 0.478097, 28.962318, 28.492188, 528.492188, 109.000000
118, 1.966667, 0.481931, 29.444249, 28.968750, 528.968750, 109.000000
119, 1.983333, 0.485762, 29.930011, 29.449219, 529.449219, 109.000000
120, 2.000000, 0.489589, 30.419600, 29.937500, 529.937500, 109.000000
121, 2.016667, 0.493413, 30.913013, 30.425781, 530.425781, 109.000000
122, 2.033333, 0.497233, 31.410247, 30.917969, 530.917969, 109.000000
123, 2.050000, 0.501050, 31.911297, 31.417969, 531.417969, 109.000000
124, 2.066667, 0.504863, 32.416160, 31.917969, 531.917969, 109.000000
125, 2.083333, 0.508673, 32.924834, 32.421875, 532.421875, 109.000000
126, 2.100000, 0.512480, 33.437313, 32.929688, 532.929688, 109.000000
127, 2.116667, 0.516283, 33.953596, 33.445313, 533.445313, 109.000000
128, 2.133333, 0.520082, 34.473678, 33.960938, 533.960938, 109.000000
129, 2.150000, 0.523878, 34.997556, 34.480469, 534.480469, 109.000000
130, 2.166667, 0.527671, 35.525227, 35.003906, 535.003906, 109.000000
131, 2.183333, 0.531460, 36.056687, 35.531250, 535.531250, 109.000000
132, 2.200000, 0.535246, 36.591933, 36.062500, 536.062500, 109.000000
133, 2.216667, 0.539028, 37.130961, 36.597656, 536.597656, 109.000000
134, 2.233333, 0.542807, 37.673767, 37.136719, 537.136719, 109.000000
135, 2.250000, 0.546582, 38.220350, 37.679688, 537.679688, 109.000000
136, 2.266667, 0.550354, 38.770704, 38.226563, 538.226563, 109.000000
137, 2.283333, 0.554123, 39.324826, 38.777344, 538.777344, 109.000000
138, 2.300000, 0.557888, 39.882714, 39.332031, 539.332031, 109.000000
139, 2.316667, 0.561649, 40.444363, 39.890625, 539.890625, 109.000000
140, 2.333333, 0.565408, 41.009771, 40.449219, 540.449219, 109.000000
141, 2.350000, 0.569162, 41.578933, 41.015625, 541.015625, 109.000000
142, 2.366667, 0.572914, 42.151847, 41.585938, 541.585938, 109.000000
143, 2.383333, 0.576662, 42.728509, 42.160156, 542.160156, 109.000000
144, 2.400000, 0.580406, 43.308916, 42.734375, 542.734375, 109.000000
145, 2.416667, 0.584148, 43.893063, 43.316406, 543.316406, 109.000000
146, 2.433333, 0.587885, 44.480949, 43.898438, 543.898438, 109.000000
147, 2.450000, 0.591620, 45.072569, 44.488281, 544.488281, 109.000000
148, 2.466667, 0.595351, 45.667920, 45.078125, 545.078125, 109.000000
149, 2.483333, 0.599079, 46.266998, 45.675781, 545.675781, 109.000000
150, 2.500000, 0.602803, 46.869801, 46.273438, 546.273438, 109.000000
151, 2.516667, 0.606524, 47.476324, 46.875000, 546.875000, 109.000000
152, 2.533333, 0.610241, 48.086565, 47.484375, 547.484375, 109.000000
153, 2.550000, 0.613955, 48.700520, 48.093750, 548.093750, 109.000000
154, 2.566667, 0.617666, 49.318186, 48.707031, 548.707031, 109.000000
155, 2.583333, 0.621373, 49.939559, 49.324219, 549.324219, 109.000000
156, 2.600000, 0.625077, 50.564637, 49.945313, 549.945313, 109.000000
157, 2.616667, 0.628778, 51.193414, 50.570313, 550.570313, 109.000000
158, 2.633333, 0.632475, 51.825889, 51.199219, 551.199219, 109.000000
159, 2.650000, 0.636169, 52.462058, 51.832031, 551.832031, 109.000000
160, 2.666667, 0.639859, 53.101917, 52.468750, 552.468750, 109.000000
161, 2.683333, 0.643546, 53.745464, 53.109375, 553.109375, 109.000000
162, 2.700000, 0.647230, 54.392694, 53.750000, 553.750000, 109.000000
163, 2.716667, 0.650911, 55.043605, 54.398438, 554.398438, 109.000000
164, 2.733333, 0.654588, 55.698192, 55.050781, 555.050781, 109.000000
165, 2.750000, 0.658262, 56.356454, 55.703125, 555.703125, 109.000000
166, 2.766667, 0.661932, 57.018386, 56.363281, 556.363281, 109.000000
167, 2.783333, 0.665599, 57.683985, 57.023438, 557.023438, 109.000000
168, 2.800000, 0.669263, 58.353248, 57.691406, 557.691406, 109.000000
169, 2.816667, 0.672923, 59.026171, 58.359375, 558.359375, 109.000000
170, 2.833333, 0.676580, 59.702751, 59.031250, 559.031250, 109.000000
171, 2.850000, 0.680234, 60.382986, 59.710938, 559.710938, 109.000000
172, 2.866667, 0.683885, 61.066870, 60.390625, 560.390625, 109.000000
173, 2.883333, 0.687532, 61.754402, 61.074219, 561.074219, 109.000000
174, 2.900000, 0.691176, 62.445577, 61.761719, 561.761719, 109.000000
175, 2.916667, 0.694816, 63.140393, 62.453125, 562.453125, 109.000000
176, 2.933333, 0.698453, 63.838846, 63.148438, 563.148438, 109.000000
177, 2.950000, 0.702087, 64.540934, 63.843750, 563.843750, 109.000000
178, 2.966667, 0.705718, 65.246651, 64.546875, 564.546875, 109.000000
179, 2.983333, 0.709345, 65.955996, 65.253906, 565.253906, 109.000000
180, 3.000000, 0.712969, 66.668965, 65.960938, 565.960938, 109.000000
181, 3.016667, 0.716590, 67.385555, 66.675781, 566.675781, 109.000000
182, 3.033333, 0.720207, 68.105762, 67.390625, 567.390625, 109.000000
183, 3.050000, 0.723821, 68.829583, 68.113281, 568.113281, 109.000000
184, 3.066667, 0.727432, 69.557015, 68.835938, 568.835938, 109.000000
185, 3.083333, 0.731039, 70.288054, 69.562500, 569.562500, 109.000000
186, 3.100000, 0.734644, 71.022698, 70.292969, 570.292969, 109.000000
187, 3.116667, 0.738245, 71.760943, 71.027344, 571.027344, 109.000000
188, 3.133333, 0.741842, 72.502785, 71.765625, 571.765625, 109.000000
189, 3.150000, 0.745437, 73.248222, 72.507813, 572.507813, 109.000000
190, 3.166667, 0.749028, 73.997250, 73.253906, 573.253906, 109.000000
191, 3.183333, 0.752616, 74.749866, 74.003906, 574.003906, 109.000000
192, 3.200000, 0.756201, 75.506067, 74.757813, 574.757813, 109.000000
193, 3.216667, 0.759782, 76.265849, 75.511719, 575.511719, 109.000000
194, 3.233333, 0.763360, 77.029209, 76.273438, 576.273438, 109.000000
195, 3.250000, 0.766935, 77.796144, 77.035156, 577.035156, 109.000000
196, 3.266667, 0.770507, 78.566651, 77.800781, 577.800781, 109.000000
197, 3.283333, 0.774075, 79.340726, 78.574219, 578.574219, 109.000000
198, 3.300000, 0.777640, 80.118366, 79.347656, 579.347656, 109.000000
199, 3.316667, 0.781202, 80.899568, 80.125000, 580.125000, 109.000000
200, 3.333333, 0.784761, 81.684329, 80.906250, 580.906250, 109.000000
201, 3.350000, 0.788316, 82.472645, 81.691406, 581.691406, 109.000000
202, 3.366667, 0.791868, 83.264513, 82.480469, 582.480469, 109.000000
203, 3.383333, 0.795417, 84.059930, 83.269531, 583.269531, 109.000000
204, 3.400000, 0.798963, 84.858894, 84.066406, 584.066406, 109.000000
205, 3.416667, 0.802506, 85.661399, 84.867188, 584.867188, 109.000000
206, 3.433333, 0.806045, 86.467444, 85.667969, 585.667969, 109.000000
207, 3.450000, 0.809581, 87.277025, 86.472656, 586.472656, 109.000000
208, 3.466667, 0.813114, 88.090139, 87.285156, 587.285156, 109.000000
209, 3.483333, 0.816643, 88.906782, 88.097656, 588.097656, 109.000000
210, 3.500000, 0.820170, 89.726952, 88.914063, 588.914063, 109.000000
211, 3.516667, 0.823693, 90.550645, 89.734375, 589.734375, 109.000000
212, 3.533333, 0.827213, 91.377858, 90.558594, 590.558594, 109.000000
213, 3.550000, 0.830730, 92.208588, 91.382813, 591.382813, 109.000000
214, 3.566667, 0.834244, 93.042832, 92.214844, 592.214844, 109.000000
215, 3.583333, 0.837754, 93.880586, 93.050781, 593.050781, 109.000000
216, 3.600000, 0.841261, 94.721847, 93.886719, 593.886719, 109.000000
217, 3.616667, 0.844765, 95.566612, 94.726563, 594.726563, 109.000000
218, 3.633333, 0.848266, 96.414879, 95.574219, 595.574219, 109.000000
219, 3.650000, 0.851764, 97.266643, 96.421875, 596.421875, 109.000000
220, 3.666667, 0.855258, 98.121901, 97.273438, 597.273438, 109.000000
221, 3.683333, 0.858750, 98.980651, 98.128906, 598.128906, 109.000000
222, 3.700000, 0.862238, 99.842889, 98.988281, 598.988281, 109.000000
223, 3.716667, 0.865723, 100.708612, 99.847656, 599.847656, 109.000000
224, 3.733333, 0.869205, 101.577816, 100.714844, 600.714844, 109.000000
225, 3.750000, 0.872683, 102.450500, 101.585938, 601.585938, 109.000000
226, 3.766667, 0.876159, 103.326659, 102.457031, 602.457031, 109.000000
227, 3.783333, 0.879631, 104.206290, 103.332031, 603.332031, 109.000000
228, 3.800000, 0.883100, 105.089390, 104.210938, 604.210938, 109.000000
229, 3.816667, 0.886566, 105.975957, 105.097656, 605.097656, 109.000000
230, 3.833333, 0.890029, 106.865986, 105.980469, 605.980469, 109.000000
231, 3.850000, 0.893489, 107.759475, 106.871094, 606.871094, 109.000000
232, 3.866667, 0.896946, 108.656421, 107.765625, 607.765625, 109.000000
233, 3.883333, 0.900399, 109.556820, 108.664063, 608.664063, 109.000000
234, 3.900000, 0.903849, 110.460669, 109.562500, 609.562500, 109.000000
235, 3.916667, 0.907297, 111.367965, 110.468750, 610.468750, 109.000000
236, 3.933333, 0.910741, 112.278706, 111.375000, 611.375000, 109.000000
237, 3.950000, 0.914181, 113.192887, 112.285156, 612.285156, 109.000000
238, 3.966667, 0.917619, 114.110507, 113.199219, 613.199219, 109.000000
239, 3.983333, 0.921054, 115.031560, 114.117188, 614.117188, 109.000000
240, 4.000000, 0.924485, 115.956046, 115.039063, 615.039063, 109.000000
241, 4.016667, 0.927914, 116.883960, 115.960938, 615.960938, 109.000000
242, 4.033333, 0.931339, 117.815299, 116.890625, 616.890625, 109.000000
243, 4.050000, 0.934761, 118.750060, 117.820313, 617.820313, 109.000000
244, 4.066667, 0.938180, 119.688240, 118.757813, 618.757813, 109.000000
245, 4.083333, 0.941596, 120.629836, 119.695313, 619.695313, 109.000000
246, 4.100000, 0.945009, 121.574845, 120.636719, 620.636719, 109.000000
247, 4.116667, 0.948419, 122.523264, 121.582031, 621.582031, 109.000000
248, 4.133333, 0.951825, 123.475090, 122.531250, 622.531250, 109.000000
249, 4.150000, 0.955229, 124.430319, 123.480469, 623.480469, 109.000000
250, 4.166667, 0.958629, 125.388948, 124.437500, 624.437500, 109.000000
251, 4.183333, 0.962027, 126.350975, 125.394531, 625.394531, 109.000000
252, 4.200000, 0.965421, 127.316396, 126.355469, 626.355469, 109.000000
253, 4.216667, 0.968812, 128.285208, 127.324219, 627.324219, 109.000000
254, 4.233333, 0.972200, 129.257409, 128.292969, 628.292969, 109.000000
255, 4.250000, 0.975585, 130.232994, 129.265625, 629.265625, 109.000000
256, 4.266667, 0.978967, 131.211962, 130.238281, 630.238281, 109.000000
257, 4.283333, 0.982346, 132.194308, 131.218750, 631.218750, 109.000000
258, 4.300000, 0.985722, 133.180030, 132.199219, 632.199219, 109.000000
259, 4.316667, 0.989095, 134.169125, 133.187500, 633.187500, 109.000000
260, 4.333333, 0.992464, 135.161589, 134.175781, 634.175781, 109.000000
261, 4.350000, 0.995831, 136.157420, 135.167969, 635.167969, 109.000000
262, 4.366667, 0.999195, 137.156615, 136.164063, 636.164063, 109.000000
263, 4.383333, 1.002555, 138.159170, 137.164063, 637.164063, 109.000000
264, 4.400000, 1.005912, 139.165082, 138.164063, 638.164063, 109.000000
265, 4.416667, 1.009267, 140.174349, 139.171875, 639.171875, 109.000000
266, 4.433333, 1.012618, 141.186967, 140.179688, 640.179688, 109.000000
267, 4.450000, 1.015966, 142.202934, 141.191406, 641.191406, 109.000000
268, 4.466667, 1.019312, 143.222246, 142.210938, 642.210938, 109.000000
269, 4.483333, 1.022654, 144.244899, 143.230469, 643.230469, 109.000000
270, 4.500000, 1.025993, 145.270893, 144.250000, 644.250000, 109.000000
271, 4.516667, 1.029329, 146.300222, 145.277344, 645.277344, 109.000000
272, 4.533333, 1.032662, 147.332884, 146.304688, 646.304688, 109.000000
273, 4.550000, 1.035992, 148.368876, 147.339844, 647.339844, 109.000000
274, 4.566667, 1.039319, 149.408196, 148.375000, 648.375000, 109.000000
275, 4.583333, 1.042643, 150.450839, 149.414063, 649.414063, 109.000000
276, 4.600000, 1.045964, 151.496803, 150.457031, 650.457031, 109.000000
277, 4.616667, 1.049282, 152.546086, 151.503906, 651.503906, 109.000000
278, 4.633333, 1.052597, 153.598683, 152.550781, 652.550781, 109.000000
279, 4.650000, 1.055909, 154.654592, 153.605469, 653.605469, 109.000000
280, 4.666667, 1.059218, 155.713810, 154.660156, 654.660156, 109.000000
281, 4.683333, 1.062524, 156.776334, 155.718750, 655.718750, 109.000000
282, 4.700000, 1.065827, 157.842161, 156.781250, 656.781250, 109.000000
283, 4.716667, 1.069127, 158.911288, 157.847656, 657.847656, 109.000000
284, 4.733333, 1.072424, 159.983712, 158.917969, 658.917969, 109.000000
285, 4.750000, 1.075718, 161.059430, 159.988281, 659.988281, 109.000000
286, 4.766667, 1.079009, 162.138438, 161.066406, 661.066406, 109.000000
287, 4.783333, 1.082297, 163.220735, 162.144531, 662.144531, 109.000000
288, 4.800000, 1.085581, 164.306316, 163.226563, 663.226563, 109.000000
289, 4.816667, 1.088863, 165.395180, 164.312500, 664.312500, 109.000000
290, 4.833333, 1.092142, 166.487322, 165.402344, 665.402344, 109.000000
291, 4.850000, 1.095418, 167.582741, 166.492188, 666.492188, 109.000000
292, 4.866667, 1.098691, 168.681432, 167.589844, 667.589844, 109.000000
293, 4.883333, 1.101961, 169.783394, 168.687500, 668.687500, 109.000000
294, 4.900000, 1.105228, 170.888622, 169.789063, 669.789063, 109.000000
295, 4.916667, 1.108493, 171.997115, 170.894531, 670.894531, 109.000000
296, 4.933333, 1.111754, 173.108868, 172.003906, 672.003906, 109.000000
297, 4.950000, 1.115012, 174.223880, 173.117188, 673.117188, 109.000000
298, 4.966667, 1.118267, 175.342147, 174.230469, 674.230469, 109.000000
299, 4.983333, 1.121519, 176.463667, 175.347656, 675.347656, 109.000000
300, 5.000000, 1.124769, 177.588435, 176.468750, 676.468750, 109.000000
301, 5.016667, 1.128015, 178.716450, 177.593750, 677.593750, 109.000000
302, 5.033333, 1.131258, 179.847708, 178.722656, 678.722656, 109.000000
303, 5.050000, 1.134499, 180.982207, 179.855469, 679.855469, 109.000000
304, 5.066667, 1.137736, 182.119943, 180.988281, 680.988281, 109.000000
305, 5.083333, 1.140971, 183.260914, 182.125000, 682.125000, 109.000000
306, 5.100000, 1.144202, 184.405116, 183.265625, 683.265625, 109.000000
307, 5.116667, 1.147431, 185.552547, 184.410156, 684.410156, 109.000000
308, 5.133333, 1.150657, 186.703204, 185.558594, 685.558594, 109.000000
309, 5.150000, 1.153879, 187.857083, 186.710938, 686.710938, 109.000000
310, 5.166667, 1.157099, 189.014183, 187.863281, 687.863281, 109.000000
311, 5.183333, 1.160316, 190.174499, 189.019531, 689.019531, 109.000000
312, 5.200000, 1.163530, 191.338029, 190.179688, 690.179688, 109.000000
313, 5.216667, 1.166741, 192.504771, 191.343750, 691.343750, 109.000000
314, 5.233333, 1.169950, 193.674720, 192.511719, 692.511719, 109.000000
315, 5.250000, 1.173155, 194.847875, 193.679688, 693.679688, 109.000000
316, 5.266667, 1.176357, 196.024232, 194.855469, 694.855469, 109.000000
317, 5.283333, 1.179557, 197.203789, 196.031250, 696.031250, 109.000000
318, 5.300000, 1.182753, 198.386542, 197.210938, 697.210938, 109.000000
319, 5.316667, 1.185947, 199.572488, 198.394531, 698.394531, 109.000000
320, 5.333333, 1.189137, 200.761626, 199.578125, 699.578125, 109.000000
321, 5.350000, 1.192325, 201.953951, 200.769531, 700.769531, 109.000000
322, 5.366667, 1.195510, 203.149461, 201.960938, 701.960938, 109.000000
323, 5.383333, 1.198692, 204.348153, 203.156250, 703.156250, 109.000000
324, 5.400000, 1.201871, 205.550025, 204.355469, 704.355469, 109.000000
325, 5.416667, 1.205048, 206.755072, 205.554688, 705.554688, 109.000000
326, 5.433333, 1.208221, 207.963293, 206.761719, 706.761719, 109.000000
327, 5.450000, 1.211391, 209.174684, 207.968750, 707.968750, 109.000000
328, 5.466667, 1.214559, 210.389243, 209.179688, 709.179688, 109.000000
329, 5.483333, 1.217724, 211.606967, 210.394531, 710.394531, 109.000000
330, 5.500000, 1.220885, 212.827852, 211.613281, 711.613281, 109.000000
331, 5.516667, 1.224044, 214.051897, 212.835938, 712.835938, 109.000000
332, 5.533333, 1.227200, 215.279097, 214.058594, 714.058594, 109.000000
333, 5.550000, 1.230354, 216.509451, 215.285156, 715.285156, 109.000000
334, 5.566667, 1.233504, 217.742955, 216.515625, 716.515625, 109.000000
335, 5.583333, 1.236651, 218.979606, 217.750000, 717.750000, 109.000000
336, 5.600000, 1.239796, 220.219402, 218.984375, 718.984375, 109.000000
337, 5.616667, 1.242938, 221.462340, 220.226563, 720.226563, 109.000000
338, 5.633333, 1.246077, 222.708417, 221.468750, 721.468750, 109.000000
339, 5.650000, 1.249213, 223.957629, 222.714844, 722.714844, 109.000000
340, 5.666667, 1.252346, 225.209975, 223.964844, 723.964844, 109.000000
341, 5.683333, 1.255476, 226.465452, 225.214844, 725.214844, 109.000000
342, 5.700000, 1.258604, 227.724055, 226.472656, 726.472656, 109.000000
343, 5.716667, 1.261728, 228.985784, 227.730469, 727.730469, 109.000000
344, 5.733333, 1.264850, 230.250634, 228.992188, 728.992188, 109.000000
345, 5.750000, 1.267969, 231.518603, 230.257813, 730.257813, 109.000000
346, 5.766667, 1.271085, 232.789689, 231.523438, 731.523438, 109.000000
347, 5.783333, 1.274199, 234.063888, 232.796875, 732.796875, 109.000000
348, 5.800000, 1.277309, 235.341197, 234.070313, 734.070313, 109.000000
349, 5.816667, 1.280417, 236.621614, 235.347656, 735.347656, 109.000000
350, 5.833333, 1.283522, 237.905135, 236.628906, 736.628906, 109.000000
351, 5.850000, 1.286624, 239.191759, 237.910156, 737.910156, 109.000000
352, 5.866667, 1.289723, 240.481482, 239.199219, 739.199219, 109.000000
353, 5.883333, 1.292819, 241.774301, 240.488281, 740.488281, 109.000000
354, 5.900000, 1.295913, 243.070214, 241.781250, 741.781250, 109.000000
355, 5.916667, 1.299004, 244.369217, 243.078125, 743.078125, 109.000000
356, 5.933333, 1.302091, 245.671309, 244.375000, 744.375000, 109.000000
357, 5.950000, 1.305177, 246.976485, 245.675781, 745.675781, 109.000000
358, 5.966667, 1.308259, 248.284744, 246.984375, 746.984375, 109.000000
359, 5.983333, 1.311338, 249.596083, 248.292969, 748.292969, 109.000000
360, 6.000000, 1.314415, 250.910498, 249.601563, 749.601563, 109.000000
361, 6.016667, 1.317489, 252.227987, 250.917969, 750.917969, 109.000000
362, 6.033333, 1.320560, 253.548547, 252.234375, 752.234375, 109.000000
363, 6.050000, 1.323629, 254.872176, 253.554688, 753.554688, 109.000000
364, 6.066667, 1.326694, 256.198870, 254.878906, 754.878906, 109.000000
365, 6.083333, 1.329757, 257.528627, 256.207031, 756.207031, 109.000000
366, 6.100000, 1.332817, 258.861443, 257.535156, 757.535156, 109.000000
